agencyName,continentName,countryName,dateUSGSignature,emergencyTypeName,regionName,totalAmountApproved,year,projectsectors,CIRV - Prev,CIRV - Inc
Food and Agriculture Organization,Africa,Burkina Faso,2024-12-10,Violence/Clashes,Western Africa,"1400000,01",2024,Agriculture,61,"-0,02"
United Nations Children’s Fund,Africa,Burkina Faso,2024-12-16,Violence/Clashes,Western Africa,"4399999,97",2024,Water; Sanitation and Hygiene; Nutrition; Protection,61,"-0,02"
International Organization for Migration,Africa,Burkina Faso,2024-12-10,Violence/Clashes,Western Africa,1000000,2024,Protection,61,"-0,02"
United Nations High Commissioner for Refugees,Africa,Burkina Faso,2024-12-13,Violence/Clashes,Western Africa,"2500000,45",2024,Protection; Protection; Shelter and Non-Food Items,61,"-0,02"
United Nations Population Fund,Africa,Burkina Faso,2024-12-16,Violence/Clashes,Western Africa,"1700014,76",2024,Protection,61,"-0,02"
Food and Agriculture Organization,Africa,Malawi,2024-12-23,Drought,Eastern Africa,2150000,2024,Agriculture; Multi-Purpose Cash,48,"0,02"
United Nations Children’s Fund,Africa,Malawi,2024-12-27,Drought,Eastern Africa,"1701688,36",2024,Water; Sanitation and Hygiene; Education; Nutrition,48,"0,02"
United Nations High Commissioner for Refugees,Africa,Malawi,2024-12-27,Drought,Eastern Africa,"499999,4",2024,Multi-Sector Refugee Assistance,48,"0,02"
World Health Organization,Africa,Malawi,2024-12-27,Drought,Eastern Africa,"249761,83",2024,Health,48,"0,02"
United Nations Children’s Fund,Africa,Mali,2024-12-16,Violence/Clashes,Western Africa,"4700000,18",2024,Water; Sanitation and Hygiene; Nutrition; Protection,68,"0,02"
United Nations High Commissioner for Refugees,Africa,Mali,2024-12-16,Violence/Clashes,Western Africa,"3000762,49",2024,Shelter and Non-Food Items; Protection; Protection,68,"0,02"
United Nations Population Fund,Africa,Mali,2024-12-17,Violence/Clashes,Western Africa,"1800001,08",2024,Protection; Health,68,"0,02"
World Food Programme,Africa,Mali,2024-12-18,Violence/Clashes,Western Africa,"1000000,64",2024,Nutrition,68,"0,02"
World Health Organization,Africa,Mali,2024-12-17,Violence/Clashes,Western Africa,"1499901,6",2024,Health,68,"0,02"
International Organization for Migration,Asia,Yemen,2024-11-20,Displacement/Migration,Western Asia,2200000,2024,Camp Coordination and Camp Management; Shelter and Non-Food Items; Health,68,"0,04"
World Food Programme,Asia,Yemen,2024-11-22,Displacement/Migration,Western Asia,"4000001,12",2024,Food Assistance,68,"0,04"
Food and Agriculture Organization,Asia,Yemen,2024-11-20,Displacement/Migration,Western Asia,2000000,2024,Agriculture,68,"0,04"
World Health Organization,Asia,Yemen,2024-11-20,Displacement/Migration,Western Asia,2300000,2024,Health; Nutrition,68,"0,04"
United Nations Children’s Fund,Asia,Yemen,2024-11-21,Displacement/Migration,Western Asia,"2499995,41",2024,Water; Sanitation and Hygiene; Nutrition,68,"0,04"
United Nations High Commissioner for Refugees,Asia,Yemen,2024-11-20,Displacement/Migration,Western Asia,"4499999,67",2024,Camp Coordination and Camp Management; Protection; Shelter and Non-Food Items,68,"0,04"
United Nations Population Fund,Asia,Yemen,2024-11-20,Displacement/Migration,Western Asia,"2500034,28",2024,Protection; Health,68,"0,04"
World Food Programme,Africa,Mozambique,2024-12-20,Drought,Eastern Africa,"3000000,24",2024,Food Assistance,56,"0,00"
Food and Agriculture Organization,Africa,Mozambique,2024-12-23,Drought,Eastern Africa,"2750000,02",2024,Agriculture,56,"0,00"
United Nations High Commissioner for Refugees,Africa,Mozambique,2024-12-10,Drought,Eastern Africa,"500000,49",2024,Protection,56,"0,00"
United Nations Children’s Fund,Africa,Mozambique,2024-12-10,Drought,Eastern Africa,"1900000,71",2024,Nutrition; Protection; Water; Sanitation and Hygiene,56,"0,00"
United Nations High Commissioner for Refugees,Africa,Cameroon,2024-12-19,Displacement/Migration,Middle Africa,"1500745,83",2024,Shelter and Non-Food Items; Protection; Water; Sanitation and Hygiene,59,"-0,02"
United Nations Children’s Fund,Africa,Cameroon,2024-12-23,Displacement/Migration,Middle Africa,"2293928,51",2024,Protection; Water; Sanitation and Hygiene; Nutrition,59,"-0,02"
International Organization for Migration,Africa,Cameroon,2024-12-24,Displacement/Migration,Middle Africa,700000,2024,Shelter and Non-Food Items,59,"-0,02"
United Nations Population Fund,Africa,Cameroon,2024-12-24,Displacement/Migration,Middle Africa,"1250341,73",2024,Protection; Health,59,"-0,02"
World Food Programme,Africa,Cameroon,2024-12-23,Displacement/Migration,Middle Africa,"899850,74",2024,Nutrition,59,"-0,02"
World Health Organization,Africa,Cameroon,2024-12-19,Displacement/Migration,Middle Africa,"1244997,43",2024,Health,59,"-0,02"
Food and Agriculture Organization,Africa,Burundi,2024-12-31,Flood,Eastern Africa,"500000,3",2024,Agriculture,48,"0,06"
Food and Agriculture Organization,Africa,Ethiopia,2024-12-18,Displacement/Migration,Eastern Africa,1000000,2024,Agriculture,73,"-0,12"
International Organization for Migration,Africa,Ethiopia,2024-12-31,Displacement/Migration,Eastern Africa,1000000,2024,Camp Coordination and Camp Management; Shelter and Non-Food Items,73,"-0,12"
United Nations High Commissioner for Refugees,Africa,Ethiopia,2024-12-18,Displacement/Migration,Eastern Africa,1000000,2024,Protection; Multi-Purpose Cash; Protection,73,"-0,12"
United Nations Office for Project Services,Africa,Ethiopia,2024-12-18,Displacement/Migration,Eastern Africa,1000000,2024,Early Recovery,73,"-0,12"
World Food Programme,Africa,Ethiopia,2024-12-19,Displacement/Migration,Eastern Africa,3500000,2024,Common Services; Food Assistance; Common Services,73,"-0,12"
World Health Organization,Africa,Ethiopia,2024-12-24,Displacement/Migration,Eastern Africa,"2249622,79",2024,Health,73,"-0,12"
United Nations Children’s Fund,Africa,Ethiopia,2024-12-20,Displacement/Migration,Eastern Africa,"2250000,71",2024,Health; Water; Sanitation and Hygiene; Education; Nutrition; Protection,73,"-0,12"
United Nations Population Fund,Africa,Ethiopia,2024-12-13,Displacement/Migration,Eastern Africa,"1200099,33",2024,Protection,73,"-0,12"
Office of the High Commissioner for Human Rights,Africa,Ethiopia,2024-12-20,Displacement/Migration,Eastern Africa,"499966,06",2024,Protection,73,"-0,12"
United Nations Entity for Gender Equality and the Empowerment of Women,Africa,Ethiopia,2024-12-19,Displacement/Migration,Eastern Africa,"800000,48",2024,Protection,73,"-0,12"
Food and Agriculture Organization,Asia,Myanmar,2024-12-24,Displacement/Migration,South-Eastern Asia,1000000,2024,Agriculture,68,"-0,01"
United Nations Population Fund,Asia,Myanmar,2024-12-24,Displacement/Migration,South-Eastern Asia,"999999,96",2024,Protection; Health,68,"-0,01"
World Health Organization,Asia,Myanmar,2024-12-24,Displacement/Migration,South-Eastern Asia,"2000000,34",2024,Health,68,"-0,01"
United Nations High Commissioner for Refugees,Asia,Myanmar,2024-12-27,Displacement/Migration,South-Eastern Asia,"2600000,01",2024,Shelter and Non-Food Items; Protection; Multi-Purpose Cash,68,"-0,01"
United Nations Children’s Fund,Asia,Myanmar,2024-12-31,Displacement/Migration,South-Eastern Asia,"3400000,07",2024,Water; Sanitation and Hygiene; Nutrition; Multi-Purpose Cash; Education; Protection,68,"-0,01"
World Food Programme,Asia,Myanmar,2024-12-31,Displacement/Migration,South-Eastern Asia,2000000,2024,Multi-Purpose Cash; Food Assistance,68,"-0,01"
United Nations Mine Action Service,Africa,Ethiopia,2024-12-31,Displacement/Migration,Eastern Africa,"500000,75",2024,Protection,73,"-0,12"
World Health Organization,Americas,Haiti,2024-12-31,Violence/Clashes,Latin America and the Caribbean,1350000,2024,Health; Nutrition,59,"-0,02"
United Nations Children’s Fund,Americas,Haiti,2024-12-31,Violence/Clashes,Latin America and the Caribbean,2500000,2024,Protection; Nutrition,59,"-0,02"
World Food Programme,Americas,Haiti,2024-12-31,Violence/Clashes,Latin America and the Caribbean,"1999999,28",2024,Food Assistance,59,"-0,02"
International Organization for Migration,Americas,Haiti,2024-12-31,Violence/Clashes,Latin America and the Caribbean,"900000,05",2024,Camp Coordination and Camp Management,59,"-0,02"
Office of the High Commissioner for Human Rights,Americas,Haiti,2024-12-31,Violence/Clashes,Latin America and the Caribbean,"943472,5",2024,Protection,59,"-0,02"
United Nations Population Fund,Americas,Haiti,2024-12-31,Violence/Clashes,Latin America and the Caribbean,"1300005,06",2024,Protection,59,"-0,02"
Food and Agriculture Organization,Africa,Cameroon,2024-12-17,Displacement/Migration,Middle Africa,"600000,36",2024,Agriculture,59,"-0,02"
World Food Programme,Africa,Mali,2024-12-18,Violence/Clashes,Western Africa,"750000,46",2024,Food Assistance,68,"0,02"
International Organization for Migration,Africa,Ethiopia,2024-12-31,Displacement/Migration,Eastern Africa,500000,2024,Camp Coordination and Camp Management,73,"-0,12"
Food and Agriculture Organization,Africa,Ethiopia,2024-12-31,Displacement/Migration,Eastern Africa,500000,2024,Agriculture,73,"-0,12"
Food and Agriculture Organization,Americas,Haiti,2024-12-31,Violence/Clashes,Latin America and the Caribbean,1000000,2024,Agriculture,59,"-0,02"
World Food Programme,Americas,Haiti,2024-12-26,Violence/Clashes,Latin America and the Caribbean,"500289,08",2024,Agriculture,59,"-0,02"
International Organization for Migration,Asia,Myanmar,2024-12-31,Displacement/Migration,South-Eastern Asia,500000,2024,Shelter and Non-Food Items; Water; Sanitation and Hygiene,68,"-0,01"
United Nations Children’s Fund,Asia,Myanmar,2024-12-27,Displacement/Migration,South-Eastern Asia,"500000,3",2024,Water; Sanitation and Hygiene,68,"-0,01"
Food and Agriculture Organization,Africa,Burundi,2024-12-31,Flood,Eastern Africa,"1000000,6",2024,Agriculture,48,"0,06"
