Country,AllocationYear,AllocationSourceName,OrganizationType,ProjectDuration (Months),Budget,Projectsector,Total People,CIRV - Prev,CIVR - Inc
Afghanistan,2023,Standard,International NGO,6 ,700000.0,"[""Water, Sanitation and Hygiene (WASH)""]",51100,67,"0,12"
Afghanistan,2023,Standard,International NGO,5 ,689804.87,"[""Emergency Shelter and Non-Food Items""]",12747,67,"0,12"
Afghanistan,2023,Standard,International NGO,5 ,482092.44,"[""Emergency Shelter and Non-Food Items""]",8540,67,"0,12"
Afghanistan,2023,Standard,International NGO,6 ,700000.0,"[""Food Security""]",27020,67,"0,12"
Afghanistan,2023,Standard,International NGO,6 ,690169.15,"[""Emergency Shelter and Non-Food Items""]",12012,67,"0,12"
Afghanistan,2023,Standard,International NGO,6 ,697598.08,"[""Emergency Shelter and Non-Food Items""]",11550,67,"0,12"
Afghanistan,2023,Standard,International NGO,6 ,700000.0,"[""Camp Coordination"", ""Emergency Shelter and Non-Food Items""]",11382,67,"0,12"
Afghanistan,2023,Standard,National NGO,6 ,493611.33,"[""Food Security""]",6230,67,"0,12"
Afghanistan,2023,Standard,UN Agency,9 ,8500000.0,"[""Food Security""]",384300,67,"0,12"
Afghanistan,2023,Standard,International NGO,7 ,676162.75,"[""Food Security""]",28000,67,"0,12"
Afghanistan,2023,Standard,International NGO,5 ,499998.13,"[""Food Security""]",22136,67,"0,12"
Afghanistan,2023,Standard,National NGO,6 ,408374.76,"[""Health""]",18894,67,"0,12"
Afghanistan,2023,Standard,International NGO,8 ,694964.0,"[""Food Security""]",31850,67,"0,12"
Afghanistan,2023,Standard,National NGO,5 ,649463.25,"[""Food Security""]",26950,67,"0,12"
Afghanistan,2023,Standard,National NGO,6 ,699967.19,"[""Emergency Shelter and Non-Food Items""]",10696,67,"0,12"
Afghanistan,2023,Standard,International NGO,8 ,697562.25,"[""Food Security""]",32515,67,"0,12"
Afghanistan,2023,Standard,International NGO,8 ,694263.4,"[""Food Security""]",32081,67,"0,12"
Afghanistan,2023,Standard,National NGO,5 ,452969.52,"[""Food Security""]",2200,67,"0,12"
Afghanistan,2023,Standard,International NGO,6 ,691207.25,"[""Emergency Shelter and Non-Food Items""]",11550,67,"0,12"
Afghanistan,2023,Standard,International NGO,6 ,645107.13,"[""Emergency Shelter and Non-Food Items""]",11950,67,"0,12"
Afghanistan,2023,Standard,International NGO,6 ,356699.43,"[""Health""]",34042,67,"0,12"
Afghanistan,2023,Standard,National NGO,5 ,622376.2,"[""Emergency Shelter and Non-Food Items""]",10150,67,"0,12"
Afghanistan,2023,Standard,National NGO,6 ,490343.1,"[""Food Security""]",23016,67,"0,12"
Afghanistan,2023,Standard,National NGO,6 ,497011.45,"[""Food Security""]",21840,67,"0,12"
Afghanistan,2023,Standard,National NGO,9 ,480684.92,"[""Water, Sanitation and Hygiene (WASH)""]",6957,67,"0,12"
Afghanistan,2023,Reserve,UN Agency,4 ,3959000.0,"[""Health""]",1857609,67,"0,12"
Afghanistan,2023,Reserve,UN Agency,5 ,1000000.0,"[""Health""]",73435,67,"0,12"
Afghanistan,2023,Reserve,UN Agency,3 ,1003438.05,"[""Emergency Shelter and Non-Food Items"", ""Food Security"", ""Health""]",27370,67,"0,12"
Afghanistan,2023,Reserve,UN Agency,3 ,1000000.0,"[""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",26100,67,"0,12"
Afghanistan,2023,Reserve,UN Agency,3 ,1000000.0,"[""Emergency Shelter and Non-Food Items""]",16100,67,"0,12"
Afghanistan,2023,Reserve,UN Agency,6 ,1000005.77,"[""Food Security""]",36817,67,"0,12"
Afghanistan,2023,Reserve,International NGO,5 ,700000.0,"[""Food Security""]",25025,67,"0,12"
Afghanistan,2023,Reserve,National NGO,7 ,259403.01,"[""Education""]",10157,67,"0,12"
Afghanistan,2023,Reserve,UN Agency,6 ,1066597.5,"[""Emergency Shelter and Non-Food Items"", ""Food Security"", ""Health"", ""Protection""]",15680,67,"0,12"
Afghanistan,2023,Reserve,UN Agency,3 ,750000.0,"[""Emergency Shelter and Non-Food Items""]",11025,67,"0,12"
Afghanistan,2023,Reserve,UN Agency,6 ,300000.0,"[""Health"", ""Protection""]",2500,67,"0,12"
Afghanistan,2023,Reserve,International NGO,4 ,499801.28,"[""Food Security""]",35000,67,"0,12"
Afghanistan,2023,Reserve,International NGO,8 ,628235.81,"[""Early Recovery"", ""Health"", ""Protection""]",10800,67,"0,12"
Afghanistan,2023,Reserve,UN Agency,4 ,499998.07,"[""Food Security""]",23025,67,"0,12"
Burkina Faso,2023,Standard,National NGO,12,299999.52,"[""Other""]",3200,63,"-0,06"
Burkina Faso,2023,Standard,International NGO,14,800000.0,"[""Other""]",16071,63,"-0,06"
Burkina Faso,2023,Standard,International NGO,12,700000.0,"[""Education"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",16000,63,"-0,06"
Burkina Faso,2023,Standard,International NGO,14,800000.0,"[""Other""]",40000,63,"-0,06"
Burkina Faso,2023,Standard,International NGO,12,700000.0,"[""Other""]",15490,63,"-0,06"
Burkina Faso,2023,Standard,National NGO,12,700000.01,"[""Emergency Shelter and Non-Food Items"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",34280,63,"-0,06"
Burkina Faso,2023,Standard,International NGO,15,1000000.01,"[""Health""]",109283,63,"-0,06"
Burkina Faso,2023,Standard,National NGO,12,500000.21,"[""Food Security"", ""Protection""]",12195,63,"-0,06"
Burkina Faso,2023,Standard,International NGO,10,400000.0,"[""Other""]",21878,63,"-0,06"
Burkina Faso,2023,Standard,International NGO,12,900000.19,"[""Other""]",28217,63,"-0,06"
Burkina Faso,2023,Standard,National NGO,12,500000.0,"[""Food Security"", ""Nutrition""]",13855,63,"-0,06"
Burkina Faso,2023,Standard,Others,12,799998.0,"[""Other""]",14533,63,"-0,06"
Burkina Faso,2023,Standard,International NGO,12,599938.75,"[""Education"", ""Protection""]",8510,63,"-0,06"
Burkina Faso,2023,Standard,National NGO,13,999999.64,"[""Health""]",25933,63,"-0,06"
Burkina Faso,2023,Standard,International NGO,12,800000.43,"[""Food Security"", ""Nutrition""]",61054,63,"-0,06"
Burkina Faso,2023,Standard,International NGO,12,800000.45,"[""Food Security"", ""Nutrition""]",17687,63,"-0,06"
Burkina Faso,2023,Standard,International NGO,12,599994.8,"[""Food Security"", ""Nutrition"", ""Protection""]",11140,63,"-0,06"
Burkina Faso,2023,Standard,International NGO,12,1000000.0,"[""Other""]",14460,63,"-0,06"
Burkina Faso,2023,Standard,National NGO,12,499999.93,"[""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",126000,63,"-0,06"
Burkina Faso,2023,Standard,International NGO,12,1000000.0,"[""Other""]",12568,63,"-0,06"
Burkina Faso,2023,Standard,International NGO,12,1000000.0,"[""Protection""]",43649,63,"-0,06"
Burkina Faso,2023,Standard,International NGO,15,499997.29,"[""Other""]",7060,63,"-0,06"
Burkina Faso,2023,Standard,National NGO,12,300000.18,"[""Health"", ""Protection""]",10526,63,"-0,06"
Burkina Faso,2023,Standard,International NGO,12,600000.0,"[""Emergency Shelter and Non-Food Items"", ""Water, Sanitation and Hygiene (WASH)""]",13600,63,"-0,06"
Burkina Faso,2023,Standard,National NGO,12,532113.57,"[""Food Security"", ""Nutrition"", ""Protection""]",7169,65,"0,05"
Burkina Faso,2023,Standard,National NGO,15,500000.3,"[""Other""]",35000,63,"-0,06"
Burkina Faso,2023,Standard,International NGO,12,800000.0,"[""Food Security"", ""Nutrition""]",137972,63,"-0,06"
Burkina Faso,2023,Standard,National NGO,12,299999.94,"[""Food Security"", ""Nutrition""]",6520,63,"-0,06"
Burkina Faso,2023,Standard,International NGO,12,500000.0,"[""Food Security"", ""Nutrition""]",58183,63,"-0,06"
Burkina Faso,2023,Standard,International NGO,14,600000.0,"[""Protection""]",5770,63,"-0,06"
CAR,2023,Reserve,International NGO,9 ,300000.23,"[""Other""]",77,68,"0,13"
CAR,2023,Standard,International NGO,9 ,640000.0,"[""Water, Sanitation and Hygiene (WASH)""]",16000,68,"0,13"
CAR,2023,Standard,International NGO,13,650000.96,"[""Protection""]",7600,68,"0,13"
CAR,2023,Standard,International NGO,12,798330.0,"[""Health"", ""Nutrition""]",11268,68,"0,13"
CAR,2023,Standard,International NGO,14,750000.0,"[""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",10721,68,"0,13"
CAR,2023,Standard,International NGO,15,583000.0,"[""Protection""]",16700,68,"0,13"
CAR,2023,Standard,National NGO,12,370000.0,"[""Camp Coordination"", ""Emergency Shelter and Non-Food Items"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",13235,68,"0,13"
CAR,2023,Standard,National NGO,14,848330.13,"[""Health"", ""Nutrition""]",47303,68,"0,13"
CAR,2023,Standard,International NGO,12,700000.0,"[""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",10235,68,"0,13"
CAR,2023,Standard,National NGO,12,380000.87,"[""Protection""]",8800,68,"0,13"
CAR,2023,Standard,International NGO,13,949999.99,"[""Health"", ""Nutrition""]",51117,68,"0,13"
CAR,2023,Standard,International NGO,12,600000.0,"[""Protection""]",14957,68,"0,13"
CAR,2023,Standard,National NGO,9 ,99999.99,"[""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",1700,68,"0,13"
CAR,2023,Standard,International NGO,12,848330.0,"[""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",89435,68,"0,13"
CAR,2023,Standard,National NGO,6 ,50000.0,"[""Camp Coordination""]",3570,68,"0,13"
CAR,2023,Standard,International NGO,9 ,600000.0,"[""Education""]",9600,68,"0,13"
CAR,2023,Standard,National NGO,9 ,100000.0,"[""Education""]",10038,68,"0,13"
CAR,2023,Standard,National NGO,8 ,100000.0,"[""Education"", ""Protection""]",1295,68,"0,13"
CAR,2023,Standard,National NGO,9 ,99997.82,"[""Food Security""]",3150,68,"0,13"
CAR,2023,Standard,International NGO,14,560000.0,"[""Other""]",102,68,"0,13"
CAR,2023,Standard,International NGO,13,549999.98,"[""Other""]",4787,68,"0,13"
CAR,2023,Standard,International NGO,12,1000000.0,"[""Camp Coordination"", ""Emergency Shelter and Non-Food Items"", ""Water, Sanitation and Hygiene (WASH)""]",5269,68,"0,13"
CAR,2023,Standard,International NGO,12,470000.0,"[""Water, Sanitation and Hygiene (WASH)""]",10455,68,"0,13"
CAR,2023,Standard,National NGO,12,600000.0,"[""Water, Sanitation and Hygiene (WASH)""]",24272,68,"0,13"
CAR,2023,Standard,National NGO,11,100000.0,"[""Water, Sanitation and Hygiene (WASH)""]",3365,68,"0,13"
CAR,2023,Standard,National NGO,18,250000.0,"[""Other""]",57783,68,"0,13"
CAR,2023,Standard,UN Agency,18,100000.0,"[""Other""]",57783,68,"0,13"
CAR,2023,Standard,National NGO,9 ,100000.27,"[""Food Security"", ""Protection""]",5800,68,"0,13"
CAR,2023,Standard,National NGO,8 ,100000.0,"[""Education""]",2012,68,"0,13"
CAR,2023,Reserve,UN Agency,12,499487.66,"[""Logistics""]",20,68,"0,13"
CAR,2023,Reserve,UN Agency,11,1999586.02,"[""Health""]",676894,68,"0,13"
DRC,2023,Reserve,International NGO,5 ,475000.0,"[""Water, Sanitation and Hygiene (WASH)""]",18000,40,"0,13"
DRC,2023,Reserve,National NGO,3 ,600000.0,"[""Food Security""]",10800,40,"0,13"
DRC,2023,Reserve,International NGO,3 ,400000.0,"[""Food Security""]",7200,40,"0,13"
DRC,2023,Reserve,National NGO,3 ,675000.0,"[""Early Recovery"", ""Emergency Shelter and Non-Food Items""]",12000,40,"0,13"
DRC,2023,Reserve,National NGO,3 ,150000.0,"[""Protection""]",12000,40,"0,13"
DRC,2023,Reserve,International NGO,3 ,700000.0,"[""Emergency Shelter and Non-Food Items"", ""Health""]",18000,40,"0,13"
DRC,2023,Reserve,National NGO,12,1000000.0,"[""Early Recovery"", ""Emergency Shelter and Non-Food Items""]",10884,40,"0,41"
DRC,2023,Reserve,National NGO,12,500000.0,"[""Education"", ""Protection""]",4145,40,"0,41"
DRC,2023,Reserve,National NGO,10,300000.0,"[""Nutrition""]",8448,40,"0,41"
DRC,2023,Reserve,National NGO,12,1200000.0,"[""Water, Sanitation and Hygiene (WASH)""]",98000,40,"0,41"
DRC,2023,Reserve,International NGO,12,1200000.0,"[""Protection""]",63158,40,"0,41"
DRC,2023,Reserve,National NGO,14,800000.0,"[""Protection""]",18248,40,"0,41"
DRC,2023,Reserve,National NGO,18,2000000.0,"[""Other""]",15000,40,"0,41"
DRC,2023,Reserve,National NGO,12,1199999.65,"[""Water, Sanitation and Hygiene (WASH)""]",39143,40,"0,41"
DRC,2023,Reserve,UN Agency,12,700000.0,"[""Protection""]",390502,40,"0,41"
DRC,2023,Reserve,International NGO,14,1950000.0,"[""Other""]",80194,40,"0,41"
DRC,2023,Reserve,International NGO,14,1200000.0,"[""Nutrition"", ""Protection""]",53103,40,"0,41"
DRC,2023,Reserve,National NGO,12,1000000.0,"[""Protection""]",20876,40,"0,41"
DRC,2023,Reserve,National NGO,12,1100000.0,"[""Health"", ""Protection""]",53206,40,"0,41"
DRC,2023,Reserve,Others,8 ,400000.0,"[""Emergency Shelter and Non-Food Items""]",10200,40,"0,41"
DRC,2023,Reserve,International NGO,12,500000.0,"[""Protection""]",43500,40,"0,41"
DRC,2023,Reserve,National NGO,15,600000.0,"[""Other""]",7175,40,"0,41"
DRC,2023,Reserve,National NGO,12,1100000.0,"[""Protection""]",6937,40,"0,41"
DRC,2023,Reserve,International NGO,14,1500000.0,"[""Emergency Shelter and Non-Food Items"", ""Water, Sanitation and Hygiene (WASH)""]",57000,40,"0,41"
DRC,2023,Reserve,UN Agency,12,1000000.0,"[""Health""]",62000,40,"0,41"
DRC,2023,Reserve,International NGO,12,1550000.0,"[""Health"", ""Nutrition""]",128387,40,"0,41"
DRC,2023,Reserve,National NGO,12,600000.0,"[""Health""]",39197,40,"0,41"
DRC,2023,Reserve,National NGO,12,1200000.0,"[""Protection""]",1350,40,"0,41"
DRC,2023,Reserve,International NGO,14,1900000.0,"[""Water, Sanitation and Hygiene (WASH)""]",56000,40,"0,41"
DRC,2023,Reserve,International NGO,13,1200000.0,"[""Early Recovery"", ""Protection""]",16142,40,"0,41"
DRC,2023,Reserve,National NGO,12,500000.0,"[""Education""]",4478,40,"0,41"
DRC,2023,Reserve,International NGO,12,1000000.0,"[""Other""]",10667,40,"0,41"
DRC,2023,Reserve,National NGO,12,1000000.0,"[""Protection""]",43500,40,"0,41"
DRC,2023,Reserve,International NGO,13,1200000.0,"[""Health""]",96427,40,"0,41"
DRC,2023,Reserve,International NGO,12,600000.0,"[""Protection""]",49084,40,"0,41"
DRC,2023,Reserve,National NGO,6 ,700000.0,"[""Protection""]",25565,40,"0,41"
DRC,2023,Reserve,International NGO,8 ,700000.0,"[""Water, Sanitation and Hygiene (WASH)""]",51856,40,"0,41"
DRC,2023,Reserve,National NGO,7 ,500000.0,"[""Emergency Shelter and Non-Food Items"", ""Protection""]",9000,40,"0,41"
DRC,2023,Reserve,International NGO,8 ,600000.0,"[""Education"", ""Water, Sanitation and Hygiene (WASH)""]",13579,40,"0,41"
DRC,2023,Reserve,International NGO,8 ,800000.02,"[""Health"", ""Protection""]",57395,40,"0,41"
DRC,2023,Reserve,National NGO,6 ,500000.0,"[""Health""]",255157,40,"0,41"
DRC,2023,Reserve,National NGO,6 ,681476.22,"[""Early Recovery"", ""Food Security""]",11160,40,"0,41"
DRC,2023,Reserve,National NGO,8 ,500000.0,"[""Education"", ""Protection""]",13525,40,"0,41"
DRC,2023,Reserve,International NGO,6 ,700000.0,"[""Emergency Shelter and Non-Food Items""]",5215,40,"0,41"
DRC,2023,Reserve,National NGO,7 ,600000.0,"[""Nutrition""]",30727,40,"0,41"
DRC,2023,Reserve,National NGO,8 ,700000.0,"[""Food Security"", ""Water, Sanitation and Hygiene (WASH)""]",38772,40,"0,41"
DRC,2023,Reserve,National NGO,6 ,500000.0,"[""Water, Sanitation and Hygiene (WASH)""]",44999,40,"0,41"
DRC,2023,Reserve,National NGO,8 ,700000.0,"[""Health"", ""Nutrition""]",221808,40,"0,41"
DRC,2023,Reserve,National NGO,8 ,300000.0,"[""Education""]",5780,40,"0,41"
DRC,2023,Reserve,National NGO,6 ,500000.0,"[""Early Recovery""]",7500,40,"0,41"
DRC,2023,Reserve,National NGO,7 ,500000.0,"[""Education"", ""Protection""]",12895,40,"0,41"
DRC,2023,Reserve,National NGO,6 ,499999.77,"[""Food Security""]",12000,40,"0,41"
Ethiopia,2023,Reserve,International NGO,10,999999.83,"[""Food Security"", ""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",31000,71,"-0,01"
Ethiopia,2023,Reserve,International NGO,13,725000.01,"[""Food Security"", ""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",63110,71,"-0,01"
Ethiopia,2023,Reserve,National NGO,10,837322.75,"[""Food Security"", ""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",37537,71,"-0,01"
Ethiopia,2023,Reserve,International NGO,10,1000000.01,"[""Food Security"", ""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",17580,71,"-0,01"
Ethiopia,2023,Reserve,National NGO,9 ,699725.0,"[""Food Security"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",46991,71,"-0,01"
Ethiopia,2023,Reserve,International NGO,11,999999.0,"[""Food Security"", ""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",49794,71,"-0,01"
Ethiopia,2023,Reserve,National NGO,10,1249999.95,"[""Food Security"", ""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",56075,71,"-0,01"
Ethiopia,2023,Reserve,International NGO,10,1000000.0,"[""Food Security"", ""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",68831,71,"-0,01"
Ethiopia,2023,Reserve,International NGO,12,999999.99,"[""Emergency Shelter and Non-Food Items"", ""Food Security"", ""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",60000,71,"-0,01"
Ethiopia,2023,Reserve,International NGO,10,1000000.0,"[""Food Security"", ""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",39278,71,"-0,01"
Ethiopia,2023,Reserve,International NGO,10,740983.53,"[""Food Security"", ""Water, Sanitation and Hygiene (WASH)""]",17374,71,"-0,01"
Ethiopia,2023,Reserve,International NGO,9 ,600000.0,"[""Food Security"", ""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",26672,71,"-0,01"
Ethiopia,2023,Reserve,International NGO,11,1999999.96,"[""Food Security"", ""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",102272,71,"-0,01"
Ethiopia,2023,Reserve,International NGO,12,1250000.03,"[""Food Security"", ""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",146340,71,"-0,01"
Ethiopia,2023,Reserve,National NGO,10,838824.04,"[""Food Security"", ""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",49806,71,"-0,01"
Ethiopia,2023,Reserve,National NGO,10,624548.39,"[""Food Security"", ""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",27328,71,"-0,01"
Ethiopia,2023,Reserve,UN Agency,10,249738.0,"[""Protection""]",6000,71,"-0,01"
Ethiopia,2023,Reserve,International NGO,10,1166572.28,"[""Food Security"", ""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",18501,71,"-0,01"
Ethiopia,2023,Standard,International NGO,12,1000000.0,"[""Food Security"", ""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",67291,74,"0,09"
Ethiopia,2023,Standard,National NGO,12,2300000.0,"[""Early Recovery"", ""Food Security"", ""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",49398,74,"0,09"
Ethiopia,2023,Standard,National NGO,9 ,900000.01,"[""Food Security"", ""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",56098,74,"0,09"
Ethiopia,2023,Standard,National NGO,10,1000000.0,"[""Early Recovery"", ""Food Security"", ""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",39505,74,"0,09"
Ethiopia,2023,Standard,National NGO,12,800000.01,"[""Food Security"", ""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",34134,74,"0,09"
Ethiopia,2023,Standard,International NGO,14,700000.0,"[""Food Security"", ""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",26775,74,"0,09"
Ethiopia,2023,Standard,International NGO,12,1000000.0,"[""Early Recovery"", ""Food Security"", ""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",10544,74,"0,09"
Ethiopia,2023,Standard,International NGO,10,700000.0,"[""Health"", ""Nutrition"", ""Protection""]",26877,74,"0,09"
Ethiopia,2023,Standard,National NGO,13,1000000.0,"[""Food Security"", ""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",56472,74,"0,09"
Ethiopia,2023,Standard,National NGO,10,699918.33,"[""Food Security"", ""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",128257,74,"0,09"
